Time,ChipID,T1,T2,T3
0.01,1,0,6822,11040,1430
0.02,1,1,6916,11042,1836
0.03,1,2,6263,11190,1699
0.04,1,3,6622,10575,858
0.51,2,0,6827,11044,1428
0.52,2,1,6916,11047,1848
0.52,2,2,6264,11190,1682
0.54,2,3,6618,10577,865
1.00,3,0,6826,11045,1420
1.01,3,1,6917,11044,1813
1.02,3,2,6261,11189,1689
1.03,3,3,6621,10573,866
1.51,4,0,6826,11038,1426
1.52,4,1,6916,11055,1828
1.52,4,2,6262,11178,1684
1.53,4,3,6621,10584,854
2.00,5,0,6826,11039,1421
2.01,5,1,6916,11048,1846
2.02,5,2,6263,11187,1699
2.03,5,3,6621,10580,862
2.51,6,0,6826,11040,1428
2.52,6,1,6916,11051,1808
2.52,6,2,6263,11182,1676
2.53,6,3,6621,10583,849
3.00,7,0,6826,11040,1413
3.01,7,1,6915,11050,1801
3.02,7,2,6262,11186,1689
3.03,7,3,6621,10580,855
3.51,8,0,6826,11045,1401
3.52,8,1,6915,11047,1828
3.52,8,2,6263,11191,1689
3.53,8,3,6620,10581,860
4.01,9,0,6825,11046,1396
4.01,9,1,6918,11049,1814
4.03,9,2,6263,11191,1676
4.03,9,3,6620,10578,864
4.51,10,0,6825,11046,1403
4.52,10,1,6915,11049,1798
4.53,10,2,6261,11195,1679
4.53,10,3,6620,10577,863
5.01,11,0,6825,11047,1409
5.01,11,1,6916,11049,1815
5.03,11,2,6262,11189,1689
5.03,11,3,6620,10579,851
5.51,12,0,6826,11050,1411
5.52,12,1,6914,11054,1802
5.53,12,2,6261,11192,1673
5.53,12,3,6619,10579,858
6.01,13,0,6825,11059,1398
6.01,13,1,6914,11039,1807
6.03,13,2,6263,11201,1678
6.03,13,3,6619,10566,856
6.51,14,0,6824,11057,1400
6.52,14,1,6914,11048,1781
6.53,14,2,6260,11200,1667
6.53,14,3,6619,10576,848
7.01,15,0,6824,11061,1420
7.01,15,1,6913,11045,1776
7.03,15,2,6262,11200,1681
7.03,15,3,6619,10571,851
7.51,16,0,6825,11054,1404
7.52,16,1,6916,11047,1785
7.53,16,2,6263,11200,1666
7.53,16,3,6618,10580,850
8.01,17,0,6824,11056,1402
8.02,17,1,6915,11051,1799
8.02,17,2,6263,11192,1676
8.03,17,3,6620,10583,850
8.51,18,0,6824,11051,1402
8.52,18,1,6913,11052,1792
8.52,18,2,6262,11196,1652
8.53,18,3,6618,10587,846
9.01,19,0,6823,11051,1396
9.02,19,1,6911,11051,1803
9.02,19,2,6261,11193,1679
9.03,19,3,6617,10583,847
9.51,20,0,6823,11052,1404
9.52,20,1,6913,11053,1791
9.52,20,2,6261,11195,1664
9.53,20,3,6617,10589,844
10.01,21,0,6824,11056,1398
10.02,21,1,6913,11055,1799
10.02,21,2,6261,11195,1666
10.03,21,3,6618,10587,844
10.51,22,0,6822,11045,1390
10.52,22,1,6913,11066,1783
10.52,22,2,6261,11187,1671
10.53,22,3,6618,10596,844
11.01,23,0,6823,11050,1391
11.02,23,1,6913,11060,1757
11.02,23,2,6261,11190,1670
11.03,23,3,6617,10596,844
11.51,24,0,6823,11045,1379
11.52,24,1,6912,11065,1781
11.52,24,2,6260,11190,1677
11.53,24,3,6617,10599,832
12.01,25,0,6823,11054,1384
12.02,25,1,6913,11059,1784
12.02,25,2,6261,11195,1672
12.03,25,3,6615,10588,836
12.51,26,0,6824,11057,1388
12.52,26,1,6914,11058,1753
12.52,26,2,6262,11195,1646
12.53,26,3,6618,10589,839
13.01,27,0,6822,11060,1375
13.02,27,1,6911,11056,1753
13.02,27,2,6262,11200,1644
13.03,27,3,6617,10587,838
13.51,28,0,6823,11058,1379
13.52,28,1,6912,11062,1755
13.52,28,2,6260,11198,1650
13.53,28,3,6618,10590,840
14.01,29,0,6822,11060,1371
14.02,29,1,6913,11060,1783
14.02,29,2,6262,11199,1647
14.03,29,3,6617,10589,839
14.51,30,0,6822,11058,1386
14.52,30,1,6911,11061,1746
14.52,30,2,6261,11198,1650
14.53,30,3,6616,10591,838
15.01,31,0,6822,11067,1377
15.02,31,1,6911,11054,1746
15.02,31,2,6262,11206,1649
15.03,31,3,6617,10583,837
15.51,32,0,6822,11068,1390
15.52,32,1,6912,11049,1754
15.52,32,2,6261,11207,1641
15.53,32,3,6615,10581,836
16.01,33,0,6821,11065,1388
16.02,33,1,6912,11051,1766
16.03,33,2,6262,11206,1647
16.04,33,3,6616,10581,838
16.51,34,0,6823,11066,1379
16.52,34,1,6912,11050,1780
16.53,34,2,6261,11207,1644
16.54,34,3,6617,10583,839
17.01,35,0,6824,11062,1374
17.02,35,1,6914,11049,1777
17.03,35,2,6261,11203,1643
17.04,35,3,6617,10585,844
17.51,36,0,6823,11059,1377
17.52,36,1,6915,11055,1786
17.53,36,2,6260,11199,1656
17.54,36,3,6617,10588,841
18.01,37,0,6823,11056,1381
18.02,37,1,6914,11057,1792
18.03,37,2,6262,11196,1669
18.04,37,3,6618,10585,844
18.51,38,0,6824,11058,1389
18.52,38,1,6915,11054,1786
18.53,38,2,6261,11198,1644
18.54,38,3,6618,10587,850
19.01,39,0,6825,11055,1390
19.02,39,1,6917,11053,1807
19.03,39,2,6261,11198,1650
19.04,39,3,6620,10583,844
19.51,40,0,6823,11057,1393
19.52,40,1,6914,11052,1785
19.53,40,2,6260,11198,1672
19.54,40,3,6620,10583,840
20.01,41,0,6824,11039,1401
20.02,41,1,6915,11059,1828
20.03,41,2,6262,11186,1671
20.04,41,3,6620,10594,846
20.51,42,0,6823,11045,1405
20.52,42,1,6916,11058,1806
20.53,42,2,6260,11192,1666
20.54,42,3,6620,10585,849
21.01,43,0,6823,11043,1408
21.02,43,1,6916,11057,1813
21.03,43,2,6261,11187,1658
21.04,43,3,6619,10587,853
21.51,44,0,6824,11048,1402
21.52,44,1,6916,11050,1800
21.53,44,2,6263,11192,1663
21.54,44,3,6620,10583,857
22.01,45,0,6824,11049,1407
22.02,45,1,6917,11049,1804
22.03,45,2,6261,11191,1673
22.04,45,3,6618,10581,847
22.51,46,0,6824,11052,1399
22.52,46,1,6916,11045,1827
22.53,46,2,6260,11195,1657
22.54,46,3,6620,10577,852
23.01,47,0,6825,11047,1424
23.02,47,1,6917,11043,1829
23.03,47,2,6263,11196,1666
23.04,47,3,6620,10574,861
23.51,48,0,6825,11045,1406
23.52,48,1,6918,11043,1808
23.53,48,2,6262,11194,1670
23.54,48,3,6621,10575,860
24.01,49,0,6826,11046,1404
24.02,49,1,6916,11045,1851
24.03,49,2,6263,11191,1675
24.04,49,3,6619,10574,865
24.51,50,0,6826,11047,1414
24.52,50,1,6917,11044,1846
24.53,50,2,6263,11188,1675
24.54,50,3,6620,10575,861
25.01,51,0,6825,11054,1419
25.02,51,1,6918,11032,1863
25.03,51,2,6262,11198,1678
25.04,51,3,6621,10566,871
25.51,52,0,6826,11043,1420
25.52,52,1,6916,11038,1838
25.53,52,2,6263,11190,1680
25.54,52,3,6622,10571,870
26.01,53,0,6826,11047,1421
26.02,53,1,6918,11035,1854
26.03,53,2,6265,11195,1698
26.04,53,3,6621,10567,874
26.51,54,0,6824,11050,1441
26.52,54,1,6918,11035,1850
26.53,54,2,6263,11195,1681
26.54,54,3,6622,10568,869
27.01,55,0,6826,11039,1419
27.02,55,1,6918,11043,1828
27.03,55,2,6263,11189,1692
27.04,55,3,6621,10566,873
27.51,56,0,6827,11045,1406
27.52,56,1,6919,11042,1848
27.53,56,2,6264,11186,1691
27.54,56,3,6620,10572,865
28.01,57,0,6826,11045,1424
28.02,57,1,6919,11039,1835
28.03,57,2,6263,11190,1692
28.04,57,3,6620,10568,867
28.51,58,0,6827,11039,1429
28.52,58,1,6917,11043,1858
28.53,58,2,6262,11187,1713
28.54,58,3,6622,10571,869
29.01,59,0,6826,11041,1426
29.02,59,1,6919,11041,1856
29.03,59,2,6265,11188,1697
29.04,59,3,6622,10569,862
29.51,60,0,6827,11029,1427
29.52,60,1,6917,11054,1840
29.53,60,2,6264,11181,1701
29.54,60,3,6621,10583,865
30.01,61,0,6828,11036,1432
30.02,61,1,6919,11047,1818
30.03,61,2,6263,11183,1699
30.04,61,3,6621,10578,861
30.51,62,0,6827,11032,1423
30.52,62,1,6918,11048,1843
30.53,62,2,6263,11181,1708
30.54,62,3,6621,10584,856
31.01,63,0,6826,11038,1430
31.02,63,1,6917,11050,1834
31.03,63,2,6262,11184,1703
31.04,63,3,6620,10578,872
31.51,64,0,6828,11043,1417
31.52,64,1,6918,11046,1824
31.53,64,2,6263,11188,1690
31.54,64,3,6622,10577,855
32.00,65,0,6826,11043,1411
32.02,65,1,6917,11044,1816
32.02,65,2,6262,11190,1693
32.04,65,3,6621,10576,864
32.50,66,0,6825,11044,1409
32.52,66,1,6916,11048,1829
32.52,66,2,6263,11189,1702
32.54,66,3,6621,10577,861
33.00,67,0,6827,11045,1411
33.02,67,1,6917,11044,1848
33.02,67,2,6263,11188,1706
33.04,67,3,6621,10575,853
33.50,68,0,6826,11047,1414
33.52,68,1,6916,11047,1845
33.52,68,2,6262,11190,1691
33.54,68,3,6620,10577,859
34.00,69,0,6824,11047,1409
34.02,69,1,6916,11044,1811
34.02,69,2,6263,11190,1684
34.04,69,3,6621,10578,854
34.50,70,0,6826,11057,1401
34.52,70,1,6917,11035,1808
34.52,70,2,6262,11201,1700
34.54,70,3,6621,10566,860
35.00,71,0,6827,11054,1406
35.02,71,1,6916,11040,1822
35.02,71,2,6263,11194,1691
35.04,71,3,6620,10571,860
35.50,72,0,6826,11058,1405
35.52,72,1,6916,11037,1829
35.52,72,2,6263,11198,1681
35.54,72,3,6620,10569,848
36.00,73,0,6824,11053,1405
36.02,73,1,6916,11044,1803
36.02,73,2,6262,11194,1677
36.04,73,3,6619,10573,855
36.50,74,0,6825,11054,1395
36.52,74,1,6916,11045,1792
36.52,74,2,6262,11197,1689
36.54,74,3,6620,10574,852
37.00,75,0,6825,11048,1409
