Time,ChipID,T1,T2,T3
0.01,1,0,7166,9751,28832
0.02,1,1,7266,9868,38130
0.03,1,2,6572,9977,37503
0.04,1,3,6965,9243,17103
0.51,2,0,7170,9745,28920
0.52,2,1,7264,9869,37444
0.52,2,2,6572,9975,37278
0.54,2,3,6964,9244,16929
1.00,3,0,7170,9744,28781
1.01,3,1,7266,9864,38417
1.02,3,2,6571,9976,37408
1.03,3,3,6964,9236,16968
1.51,4,0,7169,9750,28849
1.52,4,1,7266,9863,37659
1.52,4,2,6572,9973,37306
1.53,4,3,6965,9237,16946
2.00,5,0,7170,9753,28864
2.01,5,1,7268,9865,38341
2.02,5,2,6572,9979,37234
2.03,5,3,6964,9234,17109
2.51,6,0,7170,9747,29028
2.52,6,1,7268,9852,37704
2.52,6,2,6572,9973,37357
2.53,6,3,6964,9236,16965
3.00,7,0,7170,9752,28950
3.01,7,1,7267,9866,38391
3.02,7,2,6573,9977,36941
3.03,7,3,6965,9237,17120
3.51,8,0,7169,9748,28912
3.52,8,1,7265,9860,38352
3.52,8,2,6571,9977,37868
3.53,8,3,6965,9232,17130
4.01,9,0,7170,9753,29053
4.01,9,1,7267,9861,38569
4.03,9,2,6573,9980,37435
4.03,9,3,6966,9235,17160
4.51,10,0,7169,9751,29208
4.52,10,1,7266,9860,38324
4.53,10,2,6573,9977,37547
4.53,10,3,6965,9238,17106
5.01,11,0,7171,9747,29244
5.01,11,1,7267,9860,38291
5.03,11,2,6572,9981,37762
5.03,11,3,6965,9234,17062
5.51,12,0,7170,9749,29011
5.52,12,1,7269,9854,37851
5.53,12,2,6573,9985,37537
5.53,12,3,6966,9230,17054
6.01,13,0,7170,9751,29147
6.01,13,1,7267,9856,38146
6.03,13,2,6572,9979,37582
6.03,13,3,6964,9225,17264
6.51,14,0,7170,9751,29134
6.52,14,1,7267,9858,37562
6.53,14,2,6571,9982,37441
6.53,14,3,6966,9229,17259
7.01,15,0,7171,9755,29328
7.01,15,1,7267,9853,38515
7.03,15,2,6572,9983,37424
7.03,15,3,6964,9231,17290
7.51,16,0,7172,9754,28976
7.52,16,1,7268,9854,38329
7.53,16,2,6571,9980,37311
7.53,16,3,6966,9226,17150
8.01,17,0,7172,9753,28929
8.02,17,1,7268,9856,37838
8.02,17,2,6572,9984,37976
8.03,17,3,6965,9226,17297
8.51,18,0,7170,9754,29023
8.52,18,1,7268,9851,38480
8.52,18,2,6573,9978,37295
8.53,18,3,6967,9230,17195
9.01,19,0,7171,9747,29333
9.02,19,1,7267,9862,38777
9.02,19,2,6572,9972,37808
9.03,19,3,6967,9232,17279
9.51,20,0,7170,9750,28985
9.52,20,1,7269,9856,38174
9.52,20,2,6574,9981,37994
9.53,20,3,6966,9230,17170
10.01,21,0,7172,9755,28949
10.02,21,1,7266,9861,38216
10.02,21,2,6574,9982,37558
10.03,21,3,6965,9230,17230
10.51,22,0,7170,9753,29176
10.52,22,1,7268,9855,38478
10.52,22,2,6574,9982,37763
10.53,22,3,6964,9223,17183
11.01,23,0,7170,9758,28915
11.02,23,1,7266,9853,37420
11.02,23,2,6575,9983,37652
11.03,23,3,6963,9224,16981
11.51,24,0,7170,9762,28824
11.52,24,1,7269,9849,38251
11.52,24,2,6572,9984,37630
11.53,24,3,6965,9224,16989
12.01,25,0,7170,9757,28983
12.02,25,1,7268,9858,37729
12.02,25,2,6572,9983,37196
12.03,25,3,6964,9229,16923
12.51,26,0,7171,9754,29080
12.52,26,1,7267,9861,38099
12.52,26,2,6571,9978,37334
12.53,26,3,6964,9236,16977
13.01,27,0,7169,9748,28815
13.02,27,1,7265,9865,38237
13.02,27,2,6573,9979,37502
13.03,27,3,6963,9241,16928
