Time,ChipID,T1,T2,T3
0.01,1,0,7080,10087,13030
0.02,1,1,7179,10159,17885
0.03,1,2,6492,10280,17091
0.04,1,3,6880,9571,7724
0.51,2,0,7083,10087,13200
0.52,2,1,7178,10146,17729
0.52,2,2,6494,10280,17077
0.54,2,3,6881,9567,7798
1.00,3,0,7082,10081,13102
1.01,3,1,7179,10153,17612
1.02,3,2,6493,10283,17042
1.03,3,3,6881,9568,7819
1.51,4,0,7082,10082,13046
1.52,4,1,7179,10155,17669
1.52,4,2,6493,10283,16953
1.53,4,3,6881,9570,7822
2.00,5,0,7081,10080,13113
2.01,5,1,7179,10156,17951
2.02,5,2,6493,10280,16977
2.03,5,3,6881,9572,7840
2.51,6,0,7083,10085,13047
2.52,6,1,7178,10155,17588
2.52,6,2,6492,10279,16854
2.53,6,3,6881,9570,7898
3.00,7,0,7082,10080,13137
3.01,7,1,7178,10143,18120
3.02,7,2,6495,10284,16799
3.03,7,3,6880,9572,7810
3.51,8,0,7081,10083,13017
3.52,8,1,7178,10151,17939
3.52,8,2,6494,10285,16825
3.53,8,3,6881,9571,7732
4.01,9,0,7083,10085,13087
4.01,9,1,7179,10145,17963
4.03,9,2,6494,10282,16936
4.03,9,3,6880,9570,7882
4.51,10,0,7081,10088,13089
4.52,10,1,7177,10143,17883
4.53,10,2,6496,10286,17118
4.53,10,3,6880,9559,7793
5.01,11,0,7081,10084,13116
5.01,11,1,7179,10146,18074
5.03,11,2,6495,10288,16902
5.03,11,3,6880,9565,7827
5.51,12,0,7081,10088,13081
5.52,12,1,7179,10148,17666
5.53,12,2,6494,10281,16837
5.53,12,3,6880,9564,7808
6.01,13,0,7081,10080,13140
6.01,13,1,7179,10152,17878
6.03,13,2,6495,10280,16892
6.03,13,3,6879,9563,7840
6.51,14,0,7082,10073,13159
6.52,14,1,7179,10156,18072
6.53,14,2,6494,10271,16848
6.53,14,3,6883,9571,7863
7.01,15,0,7081,10081,13096
7.01,15,1,7179,10146,17723
7.03,15,2,6496,10278,17062
7.03,15,3,6881,9565,7829
7.51,16,0,7083,10078,13095
7.52,16,1,7178,10146,18127
7.53,16,2,6496,10279,16944
7.53,16,3,6881,9566,7815
8.01,17,0,7081,10088,13118
8.02,17,1,7180,10156,17725
8.02,17,2,6494,10281,16860
8.03,17,3,6881,9562,7905
8.51,18,0,7084,10084,13089
8.52,18,1,7180,10143,18056
8.52,18,2,6497,10280,17161
8.53,18,3,6880,9558,7813
9.01,19,0,7083,10089,13133
9.02,19,1,7180,10145,17717
9.02,19,2,6494,10282,16992
9.03,19,3,6883,9559,7829
9.51,20,0,7084,10084,13192
9.52,20,1,7181,10148,17727
9.52,20,2,6495,10279,16825
9.53,20,3,6881,9558,7831
10.01,21,0,7083,10084,12990
10.02,21,1,7180,10139,17874
10.02,21,2,6496,10288,16999
10.03,21,3,6882,9561,7835
10.51,22,0,7084,10080,13200
10.52,22,1,7181,10146,17992
10.52,22,2,6495,10289,17121
10.53,22,3,6882,9557,7887
