Time,ChipID,T1,T2,T3
0.01,1,0,6905,10724,2826
0.02,1,1,6997,10754,3652
0.03,1,2,6334,10888,3457
0.04,1,3,6699,10252,1680
0.51,2,0,6908,10726,2820
0.52,2,1,6998,10752,3699
0.52,2,2,6334,10890,3443
0.54,2,3,6700,10247,1690
1.00,3,0,6906,10723,2807
1.01,3,1,6995,10761,3674
1.02,3,2,6335,10884,3433
1.03,3,3,6699,10259,1676
1.51,4,0,6909,10721,2826
1.52,4,1,6997,10761,3725
1.52,4,2,6336,10880,3452
1.53,4,3,6701,10260,1672
2.00,5,0,6907,10720,2774
2.01,5,1,6997,10757,3729
2.02,5,2,6335,10882,3458
2.03,5,3,6700,10259,1671
2.51,6,0,6907,10722,2829
2.52,6,1,6996,10757,3707
2.52,6,2,6336,10884,3456
2.53,6,3,6702,10255,1682
3.00,7,0,6906,10721,2793
3.01,7,1,6997,10764,3632
3.02,7,2,6335,10881,3421
3.03,7,3,6701,10258,1673
3.51,8,0,6907,10722,2781
3.52,8,1,6996,10762,3678
3.52,8,2,6336,10885,3438
3.53,8,3,6700,10254,1669
4.01,9,0,6907,10720,2800
4.01,9,1,6997,10760,3649
4.03,9,2,6338,10883,3433
4.03,9,3,6700,10255,1669
4.51,10,0,6908,10725,2786
4.52,10,1,6996,10761,3682
4.53,10,2,6334,10888,3465
4.53,10,3,6701,10253,1671
5.01,11,0,6907,10728,2818
5.01,11,1,6996,10758,3642
5.03,11,2,6334,10888,3418
5.03,11,3,6701,10250,1672
5.51,12,0,6905,10728,2827
5.52,12,1,6998,10757,3729
5.53,12,2,6336,10890,3450
5.53,12,3,6701,10247,1678
6.01,13,0,6906,10731,2794
6.01,13,1,6996,10752,3718
6.03,13,2,6334,10893,3401
6.03,13,3,6699,10248,1684
6.51,14,0,6907,10730,2803
6.52,14,1,6997,10753,3722
6.53,14,2,6333,10890,3427
6.53,14,3,6699,10249,1676
7.01,15,0,6907,10730,2809
7.01,15,1,6996,10755,3668
7.03,15,2,6335,10893,3451
7.03,15,3,6699,10247,1668
7.51,16,0,6906,10728,2789
7.52,16,1,6997,10755,3733
7.53,16,2,6333,10892,3429
7.53,16,3,6698,10246,1687
8.01,17,0,6906,10729,2782
8.02,17,1,6997,10755,3681
8.02,17,2,6334,10890,3424
8.03,17,3,6701,10247,1680
