Time,ChipID,T1,T2,T3
0.01,1,0,6798,11145,1149
0.02,1,1,6889,11147,1471
0.03,1,2,6239,11281,1330
0.04,1,3,6594,10691,697
0.51,2,0,6800,11143,1142
0.52,2,1,6890,11149,1473
0.52,2,2,6241,11277,1350
0.54,2,3,6594,10695,701
1.00,3,0,6800,11151,1145
1.01,3,1,6891,11141,1467
1.02,3,2,6242,11287,1335
1.03,3,3,6593,10686,688
1.51,4,0,6799,11146,1147
1.52,4,1,6891,11150,1449
1.52,4,2,6241,11278,1341
1.53,4,3,6593,10694,685
2.00,5,0,6801,11146,1132
2.01,5,1,6890,11151,1440
2.02,5,2,6241,11282,1342
2.03,5,3,6594,10699,694
2.51,6,0,6801,11142,1123
2.52,6,1,6889,11156,1454
2.52,6,2,6240,11278,1347
2.53,6,3,6595,10701,686
3.00,7,0,6799,11145,1137
3.01,7,1,6887,11156,1449
3.02,7,2,6241,11278,1341
3.03,7,3,6594,10701,687
3.51,8,0,6800,11155,1128
3.52,8,1,6888,11149,1443
3.52,8,2,6240,11291,1350
3.53,8,3,6592,10692,687
4.01,9,0,6798,11156,1119
4.01,9,1,6888,11151,1427
4.03,9,2,6241,11290,1345
4.03,9,3,6592,10697,685
4.51,10,0,6799,11160,1124
4.52,10,1,6889,11154,1436
4.53,10,2,6238,11292,1338
4.53,10,3,6591,10696,684
5.01,11,0,6797,11163,1124
5.01,11,1,6888,11155,1412
5.03,11,2,6239,11297,1323
5.03,11,3,6592,10697,679
5.51,12,0,6800,11159,1104
5.52,12,1,6887,11156,1414
5.53,12,2,6238,11294,1328
5.53,12,3,6593,10698,679
6.01,13,0,6798,11160,1106
6.01,13,1,6886,11155,1411
6.03,13,2,6239,11294,1330
6.03,13,3,6591,10703,676
6.51,14,0,6799,11167,1111
6.52,14,1,6886,11157,1396
6.53,14,2,6238,11298,1329
6.53,14,3,6592,10704,678
7.01,15,0,6798,11169,1109
7.01,15,1,6886,11154,1413
7.03,15,2,6239,11299,1322
7.03,15,3,6590,10705,673
7.51,16,0,6797,11166,1112
7.52,16,1,6885,11162,1393
7.53,16,2,6240,11300,1330
7.53,16,3,6591,10704,676
8.01,17,0,6797,11170,1103
8.02,17,1,6886,11163,1414
8.02,17,2,6237,11301,1307
8.03,17,3,6589,10707,673
8.51,18,0,6797,11168,1095
8.52,18,1,6885,11164,1386
8.52,18,2,6239,11304,1304
8.53,18,3,6589,10705,667
9.01,19,0,6796,11171,1094
9.02,19,1,6885,11166,1378
9.02,19,2,6239,11299,1319
9.03,19,3,6590,10709,668
9.51,20,0,6796,11173,1098
9.52,20,1,6884,11167,1392
9.52,20,2,6238,11302,1298
9.53,20,3,6588,10709,672
10.01,21,0,6797,11175,1098
10.02,21,1,6883,11166,1380
10.02,21,2,6238,11305,1291
10.03,21,3,6589,10710,667
10.51,22,0,6796,11177,1090
10.52,22,1,6882,11171,1365
10.52,22,2,6237,11306,1308
10.53,22,3,6589,10708,668
11.01,23,0,6795,11183,1082
11.02,23,1,6883,11168,1374
11.02,23,2,6237,11310,1293
11.03,23,3,6590,10708,659
11.51,24,0,6794,11180,1084
11.52,24,1,6882,11167,1378
11.52,24,2,6237,11311,1294
11.53,24,3,6590,10709,663
12.01,25,0,6795,11186,1073
12.02,25,1,6882,11169,1382
12.02,25,2,6237,11309,1291
12.03,25,3,6587,10707,663
12.51,26,0,6795,11182,1080
12.52,26,1,6881,11169,1378
12.52,26,2,6237,11316,1285
12.53,26,3,6588,10711,662
13.01,27,0,6795,11185,1082
13.02,27,1,6881,11163,1367
13.02,27,2,6237,11317,1282
13.03,27,3,6588,10713,660
13.51,28,0,6794,11189,1081
13.52,28,1,6882,11161,1375
13.52,28,2,6236,11320,1301
13.53,28,3,6588,10704,661
14.01,29,0,6794,11187,1081
14.02,29,1,6884,11168,1380
14.02,29,2,6235,11315,1290
14.03,29,3,6588,10711,660
14.51,30,0,6795,11185,1083
14.52,30,1,6883,11164,1372
14.52,30,2,6236,11313,1292
14.53,30,3,6589,10711,658
15.01,31,0,6794,11187,1081
15.02,31,1,6885,11164,1394
15.02,31,2,6236,11315,1292
15.03,31,3,6590,10703,665
15.51,32,0,6794,11187,1078
15.52,32,1,6882,11158,1380
15.52,32,2,6238,11321,1291
15.53,32,3,6587,10699,666
16.01,33,0,6795,11189,1080
16.02,33,1,6885,11155,1377
16.03,33,2,6236,11320,1286
16.04,33,3,6589,10697,660
16.51,34,0,6795,11188,1069
