Time,ChipID,T1,T2,T3
0.01,1,0,6874,10839,2190
0.02,1,1,6968,10859,2854
0.03,1,2,6309,10993,2686
0.04,1,3,6669,10368,1314
0.51,2,0,6877,10837,2185
0.52,2,1,6968,10858,2862
0.52,2,2,6308,10991,2646
0.54,2,3,6671,10370,1329
1.00,3,0,6876,10831,2192
1.01,3,1,6969,10862,2849
1.02,3,2,6308,10988,2671
1.03,3,3,6673,10373,1326
1.51,4,0,6877,10834,2207
1.52,4,1,6966,10863,2892
1.52,4,2,6308,10985,2671
1.53,4,3,6672,10372,1315
2.00,5,0,6877,10831,2205
2.01,5,1,6968,10868,2867
2.02,5,2,6309,10982,2703
2.03,5,3,6672,10373,1324
2.51,6,0,6877,10828,2170
2.52,6,1,6969,10865,2883
2.52,6,2,6308,10985,2653
2.53,6,3,6672,10374,1324
3.00,7,0,6875,10831,2200
3.01,7,1,6968,10864,2870
3.02,7,2,6307,10979,2651
3.03,7,3,6673,10373,1324
3.51,8,0,6876,10830,2201
3.52,8,1,6972,10866,2897
3.52,8,2,6308,10981,2676
3.53,8,3,6673,10372,1317
4.01,9,0,6877,10829,2196
4.01,9,1,6967,10866,2903
4.03,9,2,6309,10978,2696
4.03,9,3,6672,10373,1328
4.51,10,0,6878,10826,2207
4.52,10,1,6968,10863,2865
4.53,10,2,6310,10980,2669
4.53,10,3,6671,10373,1323
5.01,11,0,6878,10827,2215
5.01,11,1,6969,10860,2926
5.03,11,2,6310,10978,2688
5.03,11,3,6673,10373,1332
5.51,12,0,6878,10826,2209
5.52,12,1,6970,10864,2882
5.53,12,2,6310,10979,2669
5.53,12,3,6673,10370,1337
6.01,13,0,6879,10826,2209
6.01,13,1,6970,10861,2925
6.03,13,2,6311,10980,2699
6.03,13,3,6673,10370,1329
6.51,14,0,6878,10827,2221
6.52,14,1,6970,10860,2926
6.53,14,2,6309,10979,2702
6.53,14,3,6674,10371,1333
7.01,15,0,6879,10827,2201
7.01,15,1,6968,10858,2936
7.03,15,2,6311,10977,2700
7.03,15,3,6672,10368,1325
7.51,16,0,6879,10825,2204
7.52,16,1,6969,10858,2901
7.53,16,2,6308,10981,2688
7.53,16,3,6672,10366,1333
8.01,17,0,6879,10827,2216
8.02,17,1,6968,10854,2968
8.02,17,2,6308,10980,2705
8.03,17,3,6675,10365,1336
8.51,18,0,6879,10828,2223
8.52,18,1,6968,10855,2957
8.52,18,2,6308,10979,2698
8.53,18,3,6673,10368,1341
9.01,19,0,6879,10825,2230
9.02,19,1,6968,10853,2983
9.02,19,2,6307,10978,2715
9.03,19,3,6674,10365,1340
9.51,20,0,6878,10827,2259
9.52,20,1,6968,10852,2968
9.52,20,2,6309,10978,2693
9.53,20,3,6673,10364,1343
10.01,21,0,6880,10828,2218
10.02,21,1,6970,10850,2977
10.02,21,2,6309,10979,2701
10.03,21,3,6676,10362,1347
10.51,22,0,6879,10828,2234
10.52,22,1,6968,10848,2984
10.52,22,2,6308,10984,2696
10.53,22,3,6674,10362,1349
11.01,23,0,6879,10829,2239
11.02,23,1,6971,10845,2930
11.02,23,2,6309,10983,2702
11.03,23,3,6675,10354,1359
11.51,24,0,6878,10825,2242
11.52,24,1,6968,10847,2914
11.52,24,2,6309,10981,2702
11.53,24,3,6674,10358,1353
12.01,25,0,6879,10819,2237
12.02,25,1,6970,10851,2969
12.02,25,2,6309,10975,2704
12.03,25,3,6675,10363,1367
12.51,26,0,6880,10819,2235
12.52,26,1,6970,10849,2986
12.52,26,2,6309,10976,2705
12.53,26,3,6675,10358,1361
13.01,27,0,6879,10818,2254
13.02,27,1,6970,10851,2978
13.02,27,2,6309,10976,2739
13.03,27,3,6677,10357,1366
13.51,28,0,6879,10820,2245
13.52,28,1,6971,10847,2992
13.52,28,2,6311,10975,2724
13.53,28,3,6676,10355,1364
14.01,29,0,6879,10818,2256
14.02,29,1,6969,10842,2989
14.02,29,2,6309,10979,2717
14.03,29,3,6676,10357,1360
14.51,30,0,6878,10822,2265
14.52,30,1,6972,10845,2980
14.52,30,2,6310,10978,2721
14.53,30,3,6677,10356,1361
15.01,31,0,6880,10819,2269
15.02,31,1,6971,10843,2990
15.02,31,2,6311,10974,2727
15.03,31,3,6676,10353,1358
15.51,32,0,6881,10819,2262
15.52,32,1,6970,10843,3023
15.52,32,2,6312,10979,2739
15.53,32,3,6676,10353,1361
16.01,33,0,6880,10823,2253
16.02,33,1,6972,10844,3008
16.03,33,2,6312,10978,2720
16.04,33,3,6678,10353,1373
16.51,34,0,6880,10822,2273
16.52,34,1,6973,10840,3006
16.53,34,2,6312,10977,2741
16.54,34,3,6678,10354,1364
17.01,35,0,6880,10824,2264
17.02,35,1,6971,10840,3016
17.03,35,2,6312,10977,2745
17.04,35,3,6675,10355,1368
