Time,ChipID,T1,T2,T3
0.01,1,0,7025,10284,7906
0.02,1,1,7122,10344,10819
0.03,1,2,6443,10470,10112
0.04,1,3,6823,9800,4674
0.51,2,0,7025,10282,7909
0.52,2,1,7123,10347,10673
0.52,2,2,6444,10466,10016
0.54,2,3,6822,9796,4658
1.00,3,0,7024,10282,7843
1.01,3,1,7123,10348,10539
1.02,3,2,6444,10470,9994
1.03,3,3,6823,9798,4687
1.51,4,0,7024,10287,7874
1.52,4,1,7122,10349,10582
1.52,4,2,6444,10473,9915
1.53,4,3,6824,9791,4623
2.00,5,0,7025,10290,7805
2.01,5,1,7124,10347,10729
2.02,5,2,6445,10477,9984
2.03,5,3,6822,9793,4684
2.51,6,0,7028,10286,7941
2.52,6,1,7122,10346,10597
2.52,6,2,6445,10472,10076
2.53,6,3,6822,9793,4668
3.00,7,0,7026,10279,7910
3.01,7,1,7122,10345,10846
3.02,7,2,6445,10469,9997
3.03,7,3,6822,9793,4652
3.51,8,0,7025,10282,7913
3.52,8,1,7122,10344,10780
3.52,8,2,6444,10468,10058
3.53,8,3,6822,9798,4702
4.01,9,0,7026,10281,7838
4.01,9,1,7124,10345,10821
4.03,9,2,6443,10472,10025
4.03,9,3,6823,9794,4686
4.51,10,0,7027,10296,7919
4.52,10,1,7123,10341,10794
4.53,10,2,6444,10480,9961
4.53,10,3,6822,9779,4707
5.01,11,0,7028,10294,7891
5.01,11,1,7123,10338,10831
5.03,11,2,6444,10481,9954
5.03,11,3,6822,9783,4645
5.51,12,0,7027,10287,7833
5.52,12,1,7123,10342,10918
5.53,12,2,6446,10474,10065
5.53,12,3,6822,9786,4696
6.01,13,0,7027,10288,7863
6.01,13,1,7122,10336,10712
6.03,13,2,6446,10480,10026
6.03,13,3,6823,9793,4692
6.51,14,0,7026,10288,7870
6.52,14,1,7124,10346,10691
6.53,14,2,6443,10477,9957
6.53,14,3,6822,9789,4662
7.01,15,0,7028,10287,7884
7.01,15,1,7123,10343,10706
7.03,15,2,6444,10474,10017
7.03,15,3,6822,9794,4647
7.51,16,0,7029,10281,8008
7.52,16,1,7122,10345,10673
7.53,16,2,6443,10472,9986
7.53,16,3,6823,9792,4662
8.01,17,0,7028,10280,7933
8.02,17,1,7121,10346,10598
8.02,17,2,6444,10469,9900
8.03,17,3,6822,9789,4688
8.51,18,0,7027,10285,7849
8.52,18,1,7122,10344,10681
8.52,18,2,6445,10472,10096
8.53,18,3,6821,9796,4637
9.01,19,0,7028,10281,7915
9.02,19,1,7125,10343,10722
9.02,19,2,6443,10467,10018
9.03,19,3,6823,9791,4655
9.51,20,0,7028,10286,7919
9.52,20,1,7124,10351,10722
9.52,20,2,6444,10467,9935
9.53,20,3,6822,9797,4637
10.01,21,0,7027,10272,7882
10.02,21,1,7123,10354,10771
10.02,21,2,6443,10462,9989
10.03,21,3,6823,9804,4655
10.51,22,0,7026,10273,7880
10.52,22,1,7120,10353,10604
10.52,22,2,6444,10464,9978
10.53,22,3,6824,9802,4636
11.01,23,0,7027,10285,7828
11.02,23,1,7121,10347,10661
11.02,23,2,6444,10476,9939
11.03,23,3,6823,9799,4618
11.51,24,0,7027,10279,7804
11.52,24,1,7122,10351,10641
11.52,24,2,6444,10466,9919
11.53,24,3,6822,9802,4631
12.01,25,0,7026,10285,7832
12.02,25,1,7122,10351,10515
12.02,25,2,6444,10472,9954
12.03,25,3,6822,9801,4665
12.51,26,0,7026,10282,7819
12.52,26,1,7122,10346,10640
12.52,26,2,6444,10472,9946
12.53,26,3,6821,9798,4623
13.01,27,0,7026,10290,7838
13.02,27,1,7122,10342,10754
13.02,27,2,6444,10472,9896
13.03,27,3,6821,9795,4632
13.51,28,0,7027,10286,7903
13.52,28,1,7123,10345,10663
13.52,28,2,6444,10479,9925
13.53,28,3,6821,9801,4623
14.01,29,0,7028,10286,7810
14.02,29,1,7123,10347,10400
14.02,29,2,6444,10472,9896
14.03,29,3,6822,9801,4639
14.51,30,0,7027,10287,7799
14.52,30,1,7121,10348,10616
14.52,30,2,6442,10473,9903
14.53,30,3,6821,9801,4662
15.01,31,0,7026,10288,7816
15.02,31,1,7122,10347,10580
15.02,31,2,6445,10474,9988
15.03,31,3,6821,9800,4627
15.51,32,0,7025,10288,7835
15.52,32,1,7123,10345,10627
15.52,32,2,6443,10481,9944
15.53,32,3,6820,9792,4645
16.01,33,0,7025,10297,7834
16.02,33,1,7122,10331,10477
16.03,33,2,6442,10487,9886
16.04,33,3,6821,9792,4644
16.51,34,0,7026,10294,7819
16.52,34,1,7120,10343,10677
16.53,34,2,6443,10481,9899
16.54,34,3,6822,9795,4576
17.01,35,0,7026,10301,7816
17.02,35,1,7122,10345,10680
17.03,35,2,6445,10487,9915
17.04,35,3,6823,9782,4643
17.51,36,0,7026,10292,7810
17.52,36,1,7121,10349,10532
17.53,36,2,6444,10481,9962
17.54,36,3,6822,9788,4612
18.01,37,0,7028,10286,7879
18.02,37,1,7122,10337,10680
18.03,37,2,6443,10474,9869
18.04,37,3,6823,9790,4657
18.51,38,0,7026,10291,7788
18.52,38,1,7121,10344,10748
18.53,38,2,6443,10475,9954
18.54,38,3,6823,9796,4635
19.01,39,0,7026,10283,7839
19.02,39,1,7122,10351,10550
19.03,39,2,6443,10472,9996
19.04,39,3,6822,9796,4627
19.51,40,0,7026,10287,7736
19.52,40,1,7121,10349,10444
19.53,40,2,6442,10473,9964
19.54,40,3,6824,9791,4671
20.01,41,0,7027,10290,7766
20.02,41,1,7121,10339,10741
20.03,41,2,6445,10477,9894
20.04,41,3,6821,9791,4644
20.51,42,0,7027,10285,7839
