Time,ChipID,T1,T2,T3
0.01,1,0,6930,10610,3580
0.02,1,1,7024,10664,4790
0.03,1,2,6358,10777,4412
0.04,1,3,6727,10150,2137
0.51,2,0,6932,10609,3543
0.52,2,1,7024,10667,4702
0.52,2,2,6359,10780,4455
0.54,2,3,6728,10151,2126
1.00,3,0,6932,10614,3536
1.01,3,1,7024,10669,4716
1.02,3,2,6358,10780,4405
1.03,3,3,6726,10151,2131
1.51,4,0,6933,10613,3554
1.52,4,1,7021,10668,4761
1.52,4,2,6358,10780,4442
1.53,4,3,6726,10151,2119
2.00,5,0,6933,10618,3550
2.01,5,1,7024,10662,4697
2.02,5,2,6358,10782,4414
2.03,5,3,6728,10152,2121
2.51,6,0,6933,10623,3523
2.52,6,1,7023,10661,4739
2.52,6,2,6359,10789,4403
2.53,6,3,6727,10144,2121
3.00,7,0,6933,10623,3528
3.01,7,1,7026,10663,4714
3.02,7,2,6357,10788,4413
3.03,7,3,6725,10148,2127
3.51,8,0,6932,10618,3521
3.52,8,1,7023,10667,4665
3.52,8,2,6357,10781,4378
3.53,8,3,6726,10156,2112
4.01,9,0,6934,10622,3511
4.01,9,1,7023,10669,4677
4.03,9,2,6358,10784,4394
4.03,9,3,6726,10152,2110
4.51,10,0,6933,10622,3497
4.52,10,1,7022,10663,4671
4.53,10,2,6356,10791,4390
4.53,10,3,6724,10149,2113
5.01,11,0,6932,10623,3531
5.01,11,1,7023,10669,4635
5.03,11,2,6358,10785,4346
5.03,11,3,6727,10146,2102
5.51,12,0,6933,10626,3540
5.52,12,1,7023,10666,4673
5.53,12,2,6357,10790,4360
5.53,12,3,6725,10149,2120
6.01,13,0,6932,10624,3520
6.01,13,1,7023,10662,4665
6.03,13,2,6358,10789,4362
6.03,13,3,6727,10146,2130
6.51,14,0,6933,10625,3493
6.52,14,1,7022,10664,4597
6.53,14,2,6356,10792,4346
6.53,14,3,6728,10141,2107
7.01,15,0,6932,10626,3512
7.01,15,1,7023,10661,4621
7.03,15,2,6359,10795,4357
7.03,15,3,6728,10143,2121
7.51,16,0,6933,10629,3519
7.52,16,1,7022,10658,4712
7.53,16,2,6357,10794,4347
7.53,16,3,6724,10143,2115
8.01,17,0,6931,10627,3506
8.02,17,1,7025,10658,4686
8.02,17,2,6357,10795,4300
8.03,17,3,6726,10145,2106
8.51,18,0,6931,10626,3507
8.52,18,1,7023,10657,4735
8.52,18,2,6357,10795,4365
8.53,18,3,6726,10139,2125
9.01,19,0,6933,10628,3530
9.02,19,1,7024,10658,4731
9.02,19,2,6358,10795,4370
9.03,19,3,6726,10142,2113
9.51,20,0,6934,10625,3480
9.52,20,1,7025,10659,4671
9.52,20,2,6358,10798,4403
9.53,20,3,6727,10141,2129
10.01,21,0,6932,10627,3513
10.02,21,1,7022,10658,4745
10.02,21,2,6358,10795,4385
10.03,21,3,6727,10143,2105
10.51,22,0,6933,10624,3492
10.52,22,1,7023,10656,4716
10.52,22,2,6358,10793,4354
10.53,22,3,6727,10140,2113
11.01,23,0,6932,10621,3560
11.02,23,1,7024,10659,4711
11.02,23,2,6356,10794,4412
11.03,23,3,6728,10141,2105
11.51,24,0,6933,10625,3536
11.52,24,1,7024,10659,4681
11.52,24,2,6357,10795,4390
11.53,24,3,6728,10142,2125
12.01,25,0,6930,10625,3475
12.02,25,1,7023,10657,4767
12.02,25,2,6358,10793,4409
12.03,25,3,6727,10139,2116
12.51,26,0,6933,10629,3526
12.52,26,1,7024,10644,4778
12.52,26,2,6358,10801,4398
12.53,26,3,6727,10133,2128
13.01,27,0,6932,10632,3531
13.02,27,1,7023,10642,4747
13.02,27,2,6358,10803,4355
13.03,27,3,6728,10129,2121
13.51,28,0,6936,10637,3555
13.52,28,1,7025,10646,4799
13.52,28,2,6356,10800,4414
13.53,28,3,6727,10133,2124
14.01,29,0,6934,10628,3539
14.02,29,1,7024,10653,4790
14.02,29,2,6359,10798,4389
14.03,29,3,6727,10133,2120
14.51,30,0,6933,10626,3557
14.52,30,1,7023,10656,4777
14.52,30,2,6356,10793,4382
14.53,30,3,6729,10137,2121
15.01,31,0,6933,10631,3523
15.02,31,1,7026,10644,4804
15.02,31,2,6358,10802,4357
15.03,31,3,6727,10128,2122
15.51,32,0,6935,10627,3555
15.52,32,1,7025,10642,4717
15.52,32,2,6357,10797,4416
15.53,32,3,6728,10136,2145
16.01,33,0,6934,10629,3558
16.02,33,1,7026,10646,4747
16.03,33,2,6358,10795,4365
16.04,33,3,6729,10133,2153
16.51,34,0,6934,10625,3554
16.52,34,1,7025,10645,4750
16.53,34,2,6358,10793,4449
16.54,34,3,6727,10135,2140
17.01,35,0,6933,10624,3537
17.02,35,1,7025,10649,4759
17.03,35,2,6360,10792,4377
17.04,35,3,6728,10133,2143
17.51,36,0,6933,10622,3561
17.52,36,1,7025,10649,4841
17.53,36,2,6358,10790,4385
17.54,36,3,6729,10135,2151
18.01,37,0,6934,10623,3596
18.02,37,1,7026,10652,4726
18.03,37,2,6359,10787,4407
18.04,37,3,6728,10134,2140
18.51,38,0,6933,10622,3571
18.52,38,1,7025,10652,4863
18.53,38,2,6358,10786,4434
18.54,38,3,6728,10138,2159
19.01,39,0,6935,10618,3575
19.02,39,1,7028,10645,4821
19.03,39,2,6359,10785,4430
19.04,39,3,6729,10138,2145
19.51,40,0,6934,10619,3612
19.52,40,1,7024,10648,4879
19.53,40,2,6358,10790,4421
19.54,40,3,6728,10137,2143
20.01,41,0,6934,10618,3609
20.02,41,1,7027,10644,4869
20.03,41,2,6359,10792,4426
20.04,41,3,6729,10135,2157
20.51,42,0,6933,10620,3605
20.52,42,1,7026,10644,4783
20.53,42,2,6360,10787,4433
20.54,42,3,6728,10134,2161
21.01,43,0,6934,10617,3578
21.02,43,1,7027,10651,4841
21.03,43,2,6359,10784,4423
21.04,43,3,6729,10132,2147
21.51,44,0,6935,10616,3611
21.52,44,1,7025,10648,4813
21.53,44,2,6359,10786,4454
21.54,44,3,6728,10136,2157
22.01,45,0,6936,10617,3565
22.02,45,1,7026,10648,4864
22.03,45,2,6360,10785,4422
22.04,45,3,6730,10131,2167
22.51,46,0,6935,10619,3586
22.52,46,1,7027,10647,4872
22.53,46,2,6359,10785,4448
22.54,46,3,6729,10132,2179
23.01,47,0,6936,10614,3619
23.02,47,1,7026,10646,4864
23.03,47,2,6361,10783,4456
23.04,47,3,6730,10132,2179
23.51,48,0,6937,10615,3624
23.52,48,1,7024,10644,4874
23.53,48,2,6358,10786,4463
23.54,48,3,6728,10134,2182
24.01,49,0,6936,10612,3625
24.02,49,1,7029,10646,4878
24.03,49,2,6361,10784,4485
24.04,49,3,6730,10132,2177
24.51,50,0,6934,10613,3595
24.52,50,1,7026,10644,4892
24.53,50,2,6359,10787,4474
24.54,50,3,6730,10129,2175
25.01,51,0,6936,10611,3639
25.02,51,1,7027,10647,4808
25.03,51,2,6360,10785,4467
25.04,51,3,6731,10129,2175
25.51,52,0,6937,10607,3627
25.52,52,1,7027,10652,4822
25.53,52,2,6360,10777,4480
25.54,52,3,6730,10135,2171
26.01,53,0,6936,10600,3626
26.02,53,1,7029,10654,4837
26.03,53,2,6360,10773,4511
26.04,53,3,6731,10139,2185
26.51,54,0,6934,10603,3624
26.52,54,1,7026,10654,4810
26.53,54,2,6362,10773,4488
26.54,54,3,6730,10134,2193
27.01,55,0,6937,10602,3664
27.02,55,1,7027,10646,4897
27.03,55,2,6361,10773,4478
27.04,55,3,6731,10135,2169
27.51,56,0,6937,10603,3654
27.52,56,1,7026,10650,4899
27.53,56,2,6359,10777,4515
27.54,56,3,6731,10133,2183
28.01,57,0,6936,10604,3645
28.02,57,1,7029,10652,4867
28.03,57,2,6360,10778,4465
