Time,ChipID,T1,T2,T3
0.01,1,0,6996,10402,6031
0.02,1,1,7093,10442,8131
0.03,1,2,6418,10589,7608
0.04,1,3,6794,9906,3533
0.51,2,0,6999,10408,6105
0.52,2,1,7092,10434,8091
0.52,2,2,6418,10591,7545
0.54,2,3,6792,9904,3570
1.00,3,0,6998,10403,6011
1.01,3,1,7092,10435,8304
1.02,3,2,6417,10590,7515
1.03,3,3,6793,9901,3563
1.51,4,0,6998,10403,6003
1.52,4,1,7093,10441,8170
1.52,4,2,6418,10589,7584
1.53,4,3,6793,9902,3567
2.00,5,0,6998,10398,6025
2.01,5,1,7093,10444,8224
2.02,5,2,6419,10576,7626
2.03,5,3,6794,9909,3548
2.51,6,0,6997,10394,6059
2.52,6,1,7091,10445,8225
2.52,6,2,6418,10576,7628
2.53,6,3,6796,9909,3580
3.00,7,0,6998,10390,6060
3.01,7,1,7092,10440,8034
3.02,7,2,6419,10576,7546
3.03,7,3,6794,9908,3579
3.51,8,0,6998,10392,6093
3.52,8,1,7092,10444,8030
3.52,8,2,6418,10573,7634
3.53,8,3,6796,9909,3607
4.01,9,0,6998,10391,5994
4.01,9,1,7093,10444,8178
4.03,9,2,6419,10574,7656
4.03,9,3,6795,9906,3555
4.51,10,0,6998,10397,6096
4.52,10,1,7092,10439,8291
4.53,10,2,6418,10578,7648
4.53,10,3,6793,9907,3554
5.01,11,0,6998,10392,6005
5.01,11,1,7092,10436,8173
5.03,11,2,6418,10572,7594
5.03,11,3,6797,9903,3580
5.51,12,0,6999,10397,5999
5.52,12,1,7092,10436,8175
5.53,12,2,6418,10577,7561
5.53,12,3,6795,9909,3593
6.01,13,0,6997,10388,6020
6.01,13,1,7094,10438,8256
6.03,13,2,6418,10573,7561
6.03,13,3,6794,9905,3570
6.51,14,0,6998,10391,6015
6.52,14,1,7092,10435,8071
6.53,14,2,6418,10576,7596
6.53,14,3,6793,9906,3555
7.01,15,0,7000,10391,6030
7.01,15,1,7094,10430,8263
7.03,15,2,6418,10571,7513
7.03,15,3,6795,9903,3598
7.51,16,0,7000,10397,6000
7.52,16,1,7092,10435,8154
7.53,16,2,6418,10577,7591
7.53,16,3,6794,9908,3583
8.01,17,0,6999,10388,6033
8.02,17,1,7092,10435,8262
8.02,17,2,6417,10574,7646
8.03,17,3,6794,9901,3581
8.51,18,0,6998,10391,6026
8.52,18,1,7092,10438,8295
8.52,18,2,6418,10579,7641
8.53,18,3,6795,9903,3584
9.01,19,0,6998,10391,6045
9.02,19,1,7094,10433,8116
9.02,19,2,6418,10571,7562
9.03,19,3,6796,9904,3607
9.51,20,0,7000,10396,6047
9.52,20,1,7093,10445,8281
9.52,20,2,6420,10575,7696
9.53,20,3,6796,9912,3626
10.01,21,0,7000,10390,6041
10.02,21,1,7094,10438,8267
10.02,21,2,6419,10571,7594
10.03,21,3,6796,9900,3612
10.51,22,0,6999,10385,5964
10.52,22,1,7091,10439,8275
10.52,22,2,6417,10574,7548
10.53,22,3,6796,9908,3624
11.01,23,0,6998,10380,6028
11.02,23,1,7094,10440,8260
11.02,23,2,6417,10570,7573
