Time,ChipID,T1,T2,T3
0.01,1,0,7111,9962,17687
0.02,1,1,7209,10042,23867
0.03,1,2,6521,10170,22587
0.04,1,3,6911,9456,10422
0.51,2,0,7114,9962,17620
0.52,2,1,7211,10034,24370
0.52,2,2,6521,10174,22500
0.54,2,3,6910,9449,10474
1.00,3,0,7115,9966,17898
1.01,3,1,7213,10040,24130
1.02,3,2,6522,10173,22513
1.03,3,3,6910,9440,10370
1.51,4,0,7113,9965,17837
1.52,4,1,7211,10034,23901
1.52,4,2,6521,10178,22732
1.53,4,3,6910,9444,10437
2.00,5,0,7114,9968,17772
2.01,5,1,7212,10032,24208
2.02,5,2,6523,10181,22755
2.03,5,3,6910,9439,10382
2.51,6,0,7113,9966,17801
2.52,6,1,7212,10036,24285
2.52,6,2,6523,10178,22824
2.53,6,3,6911,9441,10366
3.00,7,0,7113,9967,17806
3.01,7,1,7212,10036,24325
3.02,7,2,6522,10179,22657
3.03,7,3,6910,9448,10372
3.51,8,0,7115,9961,17795
3.52,8,1,7211,10032,24291
3.52,8,2,6522,10175,22818
3.53,8,3,6912,9449,10397
4.01,9,0,7114,9966,17655
4.01,9,1,7212,10038,23848
4.03,9,2,6520,10179,23044
4.03,9,3,6912,9447,10396
4.51,10,0,7115,9962,17767
4.52,10,1,7210,10036,24187
4.53,10,2,6522,10173,22763
4.53,10,3,6911,9445,10405
5.01,11,0,7115,9964,17604
5.01,11,1,7211,10041,23658
5.03,11,2,6520,10176,22986
5.03,11,3,6912,9447,10310
5.51,12,0,7114,9960,17685
5.52,12,1,7211,10033,23868
5.53,12,2,6522,10172,22701
5.53,12,3,6911,9449,10382
6.01,13,0,7114,9962,17709
6.01,13,1,7209,10037,23790
6.03,13,2,6523,10175,22533
6.03,13,3,6909,9446,10200
6.51,14,0,7115,9959,17652
6.52,14,1,7209,10040,24153
6.53,14,2,6520,10170,22675
6.53,14,3,6909,9453,10391
7.01,15,0,7114,9956,17784
7.01,15,1,7209,10048,23870
7.03,15,2,6521,10172,22655
7.03,15,3,6909,9450,10303
7.51,16,0,7115,9957,17787
7.52,16,1,7208,10047,24135
7.53,16,2,6520,10169,22774
7.53,16,3,6911,9456,10286
8.01,17,0,7116,9960,17552
8.02,17,1,7209,10048,23889
8.02,17,2,6519,10171,22753
8.03,17,3,6910,9453,10326
8.51,18,0,7114,9964,17651
8.52,18,1,7209,10038,23836
8.52,18,2,6522,10174,22828
8.53,18,3,6910,9449,10242
9.01,19,0,7114,9965,17607
9.02,19,1,7208,10035,23939
9.02,19,2,6520,10174,22718
9.03,19,3,6909,9442,10341
9.51,20,0,7113,9969,17597
9.52,20,1,7210,10035,24041
9.52,20,2,6521,10177,22751
9.53,20,3,6910,9446,10311
10.01,21,0,7114,9970,17394
10.02,21,1,7208,10036,23410
10.02,21,2,6520,10177,22826
10.03,21,3,6909,9449,10293
10.51,22,0,7114,9965,17613
10.52,22,1,7210,10044,24041
10.52,22,2,6522,10175,22632
10.53,22,3,6908,9449,10314
11.01,23,0,7114,9966,17447
11.02,23,1,7208,10046,23418
11.02,23,2,6520,10169,22826
11.03,23,3,6910,9456,10308
11.51,24,0,7112,9961,17726
11.52,24,1,7210,10036,24178
11.52,24,2,6521,10168,22682
11.53,24,3,6909,9456,10156
