Time,ChipID,T1,T2,T3
0.01,1,0,7201,9643,37070
0.02,1,1,7295,9773,48239
0.03,1,2,6595,9865,49231
0.04,1,3,6993,9136,22013
0.51,2,0,7199,9645,36865
0.52,2,1,7295,9784,47010
0.52,2,2,6597,9872,48470
0.54,2,3,6994,9137,22082
1.00,3,0,7200,9644,36874
1.01,3,1,7294,9778,48072
1.02,3,2,6597,9870,48677
1.03,3,3,6994,9128,21938
1.51,4,0,7199,9649,37083
1.52,4,1,7296,9779,46908
1.52,4,2,6596,9871,48900
1.53,4,3,6994,9139,21872
2.00,5,0,7201,9646,37191
2.01,5,1,7295,9773,47600
2.02,5,2,6596,9871,48610
2.03,5,3,6992,9138,22177
2.51,6,0,7201,9650,37145
2.52,6,1,7295,9771,47674
2.52,6,2,6597,9868,48875
2.53,6,3,6994,9134,22049
3.00,7,0,7199,9645,37044
3.01,7,1,7295,9773,47902
3.02,7,2,6597,9873,49012
3.03,7,3,6992,9137,21949
3.51,8,0,7201,9646,37071
3.52,8,1,7295,9772,47978
3.52,8,2,6596,9872,48981
3.53,8,3,6992,9134,21945
4.01,9,0,7200,9645,37273
4.01,9,1,7296,9771,47133
4.03,9,2,6595,9868,49188
4.03,9,3,6993,9132,21894
4.51,10,0,7200,9648,36854
4.52,10,1,7296,9778,46577
4.53,10,2,6598,9875,48976
4.53,10,3,6994,9131,21818
5.01,11,0,7199,9647,36925
5.01,11,1,7295,9772,47125
5.03,11,2,6595,9871,48209
5.03,11,3,6994,9129,21979
5.51,12,0,7201,9647,36809
5.52,12,1,7293,9769,47121
5.53,12,2,6596,9875,49203
5.53,12,3,6994,9135,21929
6.01,13,0,7202,9644,37074
6.01,13,1,7294,9778,47407
6.03,13,2,6597,9868,48494
6.03,13,3,6994,9137,22058
6.51,14,0,7200,9648,36962
6.52,14,1,7294,9767,47942
6.53,14,2,6598,9877,48424
6.53,14,3,6993,9129,21880
7.01,15,0,7199,9644,37009
7.01,15,1,7296,9773,48013
7.03,15,2,6595,9877,48621
7.03,15,3,6994,9133,21947
7.51,16,0,7201,9646,37095
7.52,16,1,7295,9776,47221
7.53,16,2,6596,9874,48995
7.53,16,3,6994,9135,21907
8.01,17,0,7202,9640,36714
8.02,17,1,7295,9777,47835
8.02,17,2,6596,9872,49263
8.03,17,3,6994,9129,21808
8.51,18,0,7201,9647,36861
8.52,18,1,7295,9778,47902
8.52,18,2,6597,9873,48552
8.53,18,3,6994,9128,21868
9.01,19,0,7199,9641,36873
9.02,19,1,7295,9778,48114
9.02,19,2,6596,9872,49133
9.03,19,3,6994,9133,21965
9.51,20,0,7201,9647,37262
9.52,20,1,7296,9774,47772
