Time,ChipID,T1,T2,T3
0.01,1,0,6851,10931,1801
0.02,1,1,6945,10938,2309
0.03,1,2,6288,11084,2157
0.04,1,3,6648,10461,1087
0.51,2,0,6855,10932,1800
0.52,2,1,6944,10941,2302
0.52,2,2,6287,11089,2155
0.54,2,3,6646,10463,1076
1.00,3,0,6854,10930,1811
1.01,3,1,6944,10943,2301
1.02,3,2,6288,11086,2148
1.03,3,3,6646,10463,1073
1.51,4,0,6856,10933,1800
1.52,4,1,6941,10946,2352
1.52,4,2,6286,11085,2166
1.53,4,3,6648,10464,1073
2.00,5,0,6856,10932,1784
2.01,5,1,6943,10943,2307
2.02,5,2,6288,11085,2168
2.03,5,3,6648,10464,1082
2.51,6,0,6853,10935,1797
2.52,6,1,6942,10946,2309
2.52,6,2,6287,11082,2143
2.53,6,3,6647,10461,1075
3.00,7,0,6855,10937,1789
3.01,7,1,6942,10949,2335
3.02,7,2,6287,11087,2147
3.03,7,3,6646,10463,1068
3.51,8,0,6854,10935,1776
3.52,8,1,6943,10945,2294
3.52,8,2,6287,11089,2141
3.53,8,3,6646,10464,1070
4.01,9,0,6854,10948,1776
4.01,9,1,6943,10935,2281
4.03,9,2,6287,11100,2145
4.03,9,3,6647,10452,1064
4.51,10,0,6853,10945,1778
4.52,10,1,6945,10935,2282
4.53,10,2,6287,11097,2132
4.53,10,3,6645,10455,1064
5.01,11,0,6855,10943,1764
5.01,11,1,6943,10943,2315
5.03,11,2,6287,11094,2132
5.03,11,3,6646,10464,1066
5.51,12,0,6854,10945,1779
5.52,12,1,6942,10940,2273
5.53,12,2,6287,11097,2144
5.53,12,3,6645,10457,1069
6.01,13,0,6852,10945,1774
6.01,13,1,6942,10943,2295
6.03,13,2,6288,11094,2135
6.03,13,3,6646,10461,1067
6.51,14,0,6853,10946,1761
6.52,14,1,6941,10951,2274
6.53,14,2,6285,11096,2125
6.53,14,3,6645,10463,1071
7.01,15,0,6851,10942,1778
7.01,15,1,6940,10951,2292
7.03,15,2,6287,11092,2114
7.03,15,3,6647,10468,1061
7.51,16,0,6853,10942,1759
7.52,16,1,6942,10949,2289
7.53,16,2,6286,11094,2144
7.53,16,3,6644,10471,1057
8.01,17,0,6852,10942,1747
8.02,17,1,6940,10948,2251
8.02,17,2,6285,11092,2115
8.03,17,3,6646,10471,1053
8.51,18,0,6851,10944,1780
8.52,18,1,6943,10953,2280
8.52,18,2,6286,11091,2128
8.53,18,3,6645,10471,1055
9.01,19,0,6851,10944,1757
9.02,19,1,6940,10949,2268
9.02,19,2,6286,11095,2108
