Time,ChipID,T1,T2,T3
0.01,1,0,6940,10610,3609
0.02,1,1,7035,10641,4831
0.03,1,2,6369,10776,4445
0.04,1,3,6741,10129,2134
0.51,2,0,6944,10610,3640
0.52,2,1,7034,10641,4827
0.52,2,2,6367,10776,4464
0.54,2,3,6741,10124,2158
1.00,3,0,6943,10612,3588
1.01,3,1,7035,10638,4829
1.02,3,2,6368,10778,4503
1.03,3,3,6739,10124,2162
1.51,4,0,6944,10613,3618
1.52,4,1,7035,10636,4903
1.52,4,2,6366,10777,4433
1.53,4,3,6741,10124,2163
2.00,5,0,6943,10610,3617
2.01,5,1,7036,10640,4902
2.02,5,2,6368,10775,4403
2.03,5,3,6739,10127,2185
2.51,6,0,6943,10609,3593
2.52,6,1,7035,10640,4841
2.52,6,2,6368,10774,4470
2.53,6,3,6741,10126,2167
3.00,7,0,6944,10609,3643
3.01,7,1,7036,10633,4819
3.02,7,2,6370,10777,4457
3.03,7,3,6739,10122,2172
3.51,8,0,6944,10610,3644
3.52,8,1,7037,10638,4845
3.52,8,2,6368,10775,4438
3.53,8,3,6740,10123,2168
4.01,9,0,6944,10610,3651
4.01,9,1,7036,10638,4887
4.03,9,2,6369,10775,4421
4.03,9,3,6739,10122,2191
4.51,10,0,6944,10607,3632
4.52,10,1,7037,10630,4899
4.53,10,2,6369,10773,4531
4.53,10,3,6741,10124,2199
5.01,11,0,6945,10608,3659
5.01,11,1,7038,10635,4972
5.03,11,2,6370,10773,4477
5.03,11,3,6741,10121,2172
5.51,12,0,6945,10615,3646
5.52,12,1,7038,10632,4918
5.53,12,2,6369,10782,4489
5.53,12,3,6741,10113,2194
6.01,13,0,6945,10618,3672
6.01,13,1,7036,10624,4970
6.03,13,2,6370,10784,4477
6.03,13,3,6740,10112,2206
6.51,14,0,6944,10612,3645
6.52,14,1,7037,10627,4905
6.53,14,2,6369,10777,4524
6.53,14,3,6740,10111,2181
7.01,15,0,6945,10609,3659
7.01,15,1,7037,10632,4858
7.03,15,2,6369,10778,4559
7.03,15,3,6740,10116,2209
7.51,16,0,6946,10611,3698
7.52,16,1,7038,10628,4940
7.53,16,2,6370,10779,4508
7.53,16,3,6742,10113,2201
8.01,17,0,6945,10614,3640
8.02,17,1,7038,10624,4872
8.02,17,2,6367,10780,4481
8.03,17,3,6741,10110,2206
8.51,18,0,6947,10611,3685
8.52,18,1,7036,10630,4939
8.52,18,2,6370,10777,4534
8.53,18,3,6740,10119,2182
9.01,19,0,6944,10610,3631
9.02,19,1,7037,10629,4935
9.02,19,2,6370,10776,4491
9.03,19,3,6742,10120,2185
