Time,ChipID,T1,T2,T3
0.01,1,0,6798,11159,1118
0.02,1,1,6889,11151,1430
0.03,1,2,6241,11292,1323
0.04,1,3,6593,10695,683
0.51,2,0,6800,11159,1125
0.52,2,1,6889,11151,1434
0.52,2,2,6239,11295,1328
0.54,2,3,6594,10691,685
1.00,3,0,6801,11159,1116
1.01,3,1,6887,11154,1413
1.02,3,2,6240,11294,1332
1.03,3,3,6594,10699,684
1.51,4,0,6800,11161,1111
1.52,4,1,6887,11154,1422
1.52,4,2,6238,11292,1323
1.53,4,3,6592,10699,677
2.00,5,0,6801,11163,1128
2.01,5,1,6888,11156,1401
2.02,5,2,6238,11295,1329
2.03,5,3,6592,10699,677
2.51,6,0,6800,11161,1118
2.52,6,1,6887,11154,1406
2.52,6,2,6239,11295,1314
2.53,6,3,6594,10701,677
3.00,7,0,6799,11160,1109
3.01,7,1,6887,11157,1409
3.02,7,2,6238,11297,1322
3.03,7,3,6592,10701,675
3.51,8,0,6800,11163,1100
3.52,8,1,6887,11157,1400
3.52,8,2,6239,11297,1311
3.53,8,3,6592,10699,675
4.01,9,0,6799,11164,1111
4.01,9,1,6884,11158,1390
4.03,9,2,6240,11295,1317
4.03,9,3,6593,10705,668
4.51,10,0,6798,11169,1117
4.52,10,1,6885,11159,1380
4.53,10,2,6237,11298,1322
4.53,10,3,6592,10705,673
5.01,11,0,6798,11170,1106
5.01,11,1,6884,11164,1378
5.03,11,2,6238,11300,1302
5.03,11,3,6590,10707,665
5.51,12,0,6798,11173,1096
5.52,12,1,6886,11162,1397
5.53,12,2,6239,11300,1315
5.53,12,3,6590,10706,661
6.01,13,0,6797,11172,1100
6.01,13,1,6885,11163,1374
6.03,13,2,6238,11303,1310
6.03,13,3,6590,10709,662
6.51,14,0,6799,11174,1083
6.52,14,1,6885,11165,1372
6.53,14,2,6238,11302,1316
6.53,14,3,6590,10708,665
7.01,15,0,6798,11177,1092
7.01,15,1,6886,11167,1388
7.03,15,2,6238,11304,1302
7.03,15,3,6589,10712,658
7.51,16,0,6797,11175,1097
7.52,16,1,6881,11164,1370
7.53,16,2,6238,11308,1286
7.53,16,3,6590,10711,665
8.01,17,0,6797,11174,1090
8.02,17,1,6885,11165,1375
8.02,17,2,6238,11304,1289
8.03,17,3,6589,10711,665
8.51,18,0,6797,11173,1085
8.52,18,1,6886,11165,1399
8.52,18,2,6237,11308,1289
8.53,18,3,6589,10713,663
9.01,19,0,6797,11172,1069
9.02,19,1,6885,11163,1387
9.02,19,2,6238,11304,1311
9.03,19,3,6590,10711,661
9.51,20,0,6797,11173,1081
9.52,20,1,6885,11166,1364
9.52,20,2,6236,11307,1297
9.53,20,3,6591,10710,667
10.01,21,0,6797,11175,1093
10.02,21,1,6884,11164,1393
10.02,21,2,6238,11307,1316
10.03,21,3,6591,10709,664
10.51,22,0,6797,11174,1101
10.52,22,1,6884,11162,1396
10.52,22,2,6236,11306,1295
10.53,22,3,6592,10708,669
11.01,23,0,6796,11173,1093
11.02,23,1,6886,11164,1372
11.02,23,2,6238,11306,1301
11.03,23,3,6591,10707,669
11.51,24,0,6797,11172,1093
11.52,24,1,6885,11162,1390
11.52,24,2,6237,11304,1283
11.53,24,3,6592,10706,664
12.01,25,0,6797,11176,1095
12.02,25,1,6885,11162,1401
12.02,25,2,6236,11306,1296
12.03,25,3,6591,10707,666
12.51,26,0,6797,11170,1101
12.52,26,1,6886,11159,1388
12.52,26,2,6238,11302,1302
12.53,26,3,6591,10708,671
13.01,27,0,6797,11170,1095
13.02,27,1,6885,11158,1403
13.02,27,2,6238,11300,1303
13.03,27,3,6590,10705,670
13.51,28,0,6798,11169,1099
13.52,28,1,6887,11156,1396
13.52,28,2,6239,11304,1299
13.53,28,3,6593,10705,671
14.01,29,0,6797,11171,1093
14.02,29,1,6887,11155,1438
14.02,29,2,6239,11303,1296
14.03,29,3,6590,10705,675
14.51,30,0,6798,11167,1097
14.52,30,1,6887,11158,1416
14.52,30,2,6237,11302,1300
14.53,30,3,6591,10702,675
15.01,31,0,6798,11163,1103
15.02,31,1,6887,11155,1423
15.02,31,2,6237,11304,1298
15.03,31,3,6592,10701,672
15.51,32,0,6799,11166,1105
15.52,32,1,6888,11156,1423
15.52,32,2,6238,11304,1300
15.53,32,3,6593,10700,679
16.01,33,0,6800,11163,1115
16.02,33,1,6887,11154,1424
16.03,33,2,6238,11300,1311
16.04,33,3,6591,10702,672
16.51,34,0,6799,11163,1096
16.52,34,1,6889,11152,1420
16.53,34,2,6237,11300,1306
16.54,34,3,6593,10702,680
17.01,35,0,6799,11161,1116
17.02,35,1,6888,11151,1411
17.03,35,2,6239,11298,1306
17.04,35,3,6592,10700,685
17.51,36,0,6801,11159,1117
17.52,36,1,6891,11152,1436
17.53,36,2,6238,11296,1312
17.54,36,3,6593,10696,683
18.01,37,0,6801,11159,1119
18.02,37,1,6888,11149,1443
18.03,37,2,6239,11295,1318
18.04,37,3,6594,10696,685
18.51,38,0,6801,11157,1123
18.52,38,1,6888,11152,1437
18.53,38,2,6239,11295,1320
18.54,38,3,6594,10694,686
19.01,39,0,6801,11159,1127
