Time,ChipID,T1,T2,T3
0.01,1,0,6997,10403,5942
0.02,1,1,7096,10438,8123
0.03,1,2,6422,10583,7604
0.04,1,3,6800,9905,3579
0.51,2,0,7000,10393,6014
0.52,2,1,7094,10436,8115
0.52,2,2,6422,10573,7538
0.54,2,3,6799,9902,3581
1.00,3,0,7001,10398,6010
1.01,3,1,7095,10446,8210
1.02,3,2,6420,10576,7542
1.03,3,3,6798,9908,3552
1.51,4,0,7000,10392,6055
1.52,4,1,7094,10441,8120
1.52,4,2,6421,10573,7580
1.53,4,3,6798,9901,3567
2.00,5,0,6999,10395,5948
2.01,5,1,7093,10444,8091
2.02,5,2,6421,10578,7489
2.03,5,3,6799,9910,3593
2.51,6,0,7000,10391,5998
2.52,6,1,7094,10438,8058
2.52,6,2,6421,10576,7552
2.53,6,3,6799,9908,3579
3.00,7,0,7001,10399,6051
3.01,7,1,7094,10443,8090
3.02,7,2,6422,10580,7518
3.03,7,3,6798,9914,3544
3.51,8,0,7001,10396,5926
3.52,8,1,7093,10441,8079
3.52,8,2,6420,10577,7464
3.53,8,3,6798,9907,3519
4.01,9,0,6998,10400,5973
4.01,9,1,7093,10453,8030
4.03,9,2,6421,10576,7473
4.03,9,3,6797,9910,3510
4.51,10,0,7001,10397,5903
4.52,10,1,7094,10446,7994
4.53,10,2,6420,10580,7507
4.53,10,3,6795,9907,3517
5.01,11,0,7000,10404,5971
5.01,11,1,7092,10452,7791
5.03,11,2,6420,10584,7480
5.03,11,3,6797,9910,3514
5.51,12,0,6999,10400,5933
5.52,12,1,7092,10446,7910
5.53,12,2,6420,10580,7463
5.53,12,3,6795,9911,3495
6.01,13,0,6999,10401,5962
6.01,13,1,7092,10456,7844
6.03,13,2,6420,10580,7414
6.03,13,3,6796,9914,3505
6.51,14,0,6998,10396,5879
6.52,14,1,7091,10449,7890
6.53,14,2,6419,10576,7423
6.53,14,3,6797,9912,3506
7.01,15,0,6999,10400,5936
7.01,15,1,7092,10458,7851
7.03,15,2,6418,10580,7387
7.03,15,3,6795,9920,3484
7.51,16,0,6999,10398,5895
7.52,16,1,7091,10453,7784
7.53,16,2,6419,10573,7382
7.53,16,3,6796,9916,3499
8.01,17,0,6998,10399,5924
8.02,17,1,7091,10453,7987
8.02,17,2,6419,10578,7429
8.03,17,3,6796,9922,3487
8.51,18,0,6999,10391,5860
8.52,18,1,7092,10452,7971
8.52,18,2,6420,10571,7439
8.53,18,3,6795,9923,3490
9.01,19,0,6998,10395,5866
9.02,19,1,7092,10464,7808
9.02,19,2,6418,10573,7359
9.03,19,3,6796,9928,3502
9.51,20,0,6998,10401,5882
9.52,20,1,7092,10448,7834
9.52,20,2,6419,10578,7333
9.53,20,3,6797,9912,3438
10.01,21,0,6999,10400,5846
10.02,21,1,7092,10462,7906
10.02,21,2,6418,10581,7390
10.03,21,3,6793,9926,3491
10.51,22,0,6997,10392,5878
