Time,ChipID,T1,T2,T3
0.01,1,0,6830,11035,1439
0.02,1,1,6922,11032,1865
0.03,1,2,6266,11177,1706
0.04,1,3,6626,10560,880
0.51,2,0,6832,11032,1429
0.52,2,1,6923,11027,1849
0.52,2,2,6268,11172,1715
0.54,2,3,6627,10560,874
1.00,3,0,6832,11034,1440
1.01,3,1,6923,11028,1838
1.02,3,2,6268,11172,1717
1.03,3,3,6626,10560,884
1.51,4,0,6833,11031,1451
1.52,4,1,6921,11026,1865
1.52,4,2,6267,11171,1720
1.53,4,3,6625,10565,877
2.00,5,0,6832,11033,1428
2.01,5,1,6922,11028,1851
2.02,5,2,6268,11175,1745
2.03,5,3,6626,10559,878
2.51,6,0,6833,11033,1438
2.52,6,1,6922,11025,1835
2.52,6,2,6265,11177,1721
2.53,6,3,6627,10560,876
3.00,7,0,6833,11036,1437
3.01,7,1,6924,11027,1848
3.02,7,2,6268,11180,1720
3.03,7,3,6626,10559,878
3.51,8,0,6833,11035,1439
3.52,8,1,6922,11027,1874
3.52,8,2,6268,11181,1708
3.53,8,3,6627,10557,872
4.01,9,0,6832,11040,1447
4.01,9,1,6923,11023,1841
4.03,9,2,6268,11185,1718
4.03,9,3,6627,10558,871
4.51,10,0,6834,11040,1454
4.52,10,1,6922,11025,1868
4.53,10,2,6270,11182,1715
4.53,10,3,6628,10557,874
5.01,11,0,6834,11037,1431
5.01,11,1,6925,11028,1841
5.03,11,2,6267,11182,1717
5.03,11,3,6628,10559,879
5.51,12,0,6833,11041,1440
5.52,12,1,6922,11027,1828
5.53,12,2,6268,11187,1727
5.53,12,3,6627,10554,875
6.01,13,0,6833,11047,1437
6.01,13,1,6920,11022,1842
6.03,13,2,6267,11188,1728
6.03,13,3,6625,10552,871
6.51,14,0,6834,11043,1436
6.52,14,1,6920,11028,1828
6.53,14,2,6266,11183,1718
6.53,14,3,6627,10561,872
7.01,15,0,6834,11037,1441
7.01,15,1,6921,11033,1849
7.03,15,2,6267,11182,1706
7.03,15,3,6624,10564,871
7.51,16,0,6833,11036,1431
7.52,16,1,6920,11029,1824
7.53,16,2,6267,11178,1712
7.53,16,3,6625,10566,864
8.01,17,0,6833,11036,1432
8.02,17,1,6921,11033,1813
8.02,17,2,6266,11176,1700
8.03,17,3,6625,10568,864
8.51,18,0,6832,11037,1434
8.52,18,1,6920,11034,1827
8.52,18,2,6267,11177,1720
8.53,18,3,6625,10566,871
9.01,19,0,6833,11037,1428
9.02,19,1,6918,11035,1824
9.02,19,2,6269,11178,1726
9.03,19,3,6624,10564,862
9.51,20,0,6832,11041,1434
9.52,20,1,6919,11037,1811
9.52,20,2,6267,11177,1711
9.53,20,3,6625,10566,864
10.01,21,0,6831,11041,1430
10.02,21,1,6918,11039,1821
10.02,21,2,6266,11180,1703
10.03,21,3,6626,10569,858
10.51,22,0,6831,11040,1425
10.52,22,1,6919,11035,1824
10.52,22,2,6266,11179,1702
10.53,22,3,6626,10565,858
11.01,23,0,6830,11043,1440
11.02,23,1,6918,11039,1822
11.02,23,2,6266,11181,1696
11.03,23,3,6624,10561,861
11.51,24,0,6830,11037,1427
11.52,24,1,6919,11037,1841
11.52,24,2,6266,11176,1705
11.53,24,3,6625,10569,856
12.01,25,0,6832,11036,1418
12.02,25,1,6918,11045,1844
12.02,25,2,6265,11173,1703
12.03,25,3,6627,10572,859
12.51,26,0,6832,11034,1418
12.52,26,1,6919,11048,1811
12.52,26,2,6265,11176,1705
12.53,26,3,6626,10576,861
13.01,27,0,6830,11039,1434
13.02,27,1,6920,11046,1801
13.02,27,2,6266,11177,1687
13.03,27,3,6627,10574,856
13.51,28,0,6831,11032,1421
13.52,28,1,6920,11052,1835
13.52,28,2,6264,11171,1691
13.53,28,3,6626,10580,864
14.01,29,0,6830,11042,1424
14.02,29,1,6918,11044,1812
14.02,29,2,6264,11182,1705
14.03,29,3,6625,10575,854
14.51,30,0,6829,11038,1415
14.52,30,1,6919,11052,1830
14.52,30,2,6267,11177,1706
