Time,ChipID,T1,T2,T3
0.01,1,0,6771,11255,922
0.02,1,1,6864,11250,1169
0.03,1,2,6218,11389,1082
0.04,1,3,6567,10802,566
0.51,2,0,6773,11255,922
0.52,2,1,6863,11251,1173
0.52,2,2,6216,11390,1081
0.54,2,3,6568,10807,563
1.00,3,0,6775,11256,915
1.01,3,1,6863,11252,1157
1.02,3,2,6218,11390,1073
1.03,3,3,6567,10804,560
1.51,4,0,6775,11255,915
1.52,4,1,6862,11254,1154
1.52,4,2,6217,11390,1077
1.53,4,3,6569,10807,561
2.00,5,0,6773,11254,917
2.01,5,1,6862,11257,1170
2.02,5,2,6218,11387,1084
2.03,5,3,6568,10810,563
2.51,6,0,6774,11259,912
2.52,6,1,6862,11251,1152
2.52,6,2,6217,11395,1068
2.53,6,3,6567,10807,559
3.00,7,0,6774,11260,902
3.01,7,1,6861,11255,1152
3.02,7,2,6217,11394,1071
3.03,7,3,6566,10807,559
3.51,8,0,6774,11258,912
3.52,8,1,6860,11261,1155
3.52,8,2,6215,11390,1069
3.53,8,3,6567,10812,556
4.01,9,0,6774,11261,909
4.01,9,1,6862,11263,1144
4.03,9,2,6218,11388,1067
4.03,9,3,6564,10815,553
4.51,10,0,6774,11258,908
4.52,10,1,6858,11265,1132
4.53,10,2,6216,11389,1060
4.53,10,3,6565,10819,552
5.01,11,0,6774,11263,909
5.01,11,1,6861,11265,1144
5.03,11,2,6218,11392,1063
5.03,11,3,6566,10816,552
5.51,12,0,6774,11270,903
5.52,12,1,6859,11261,1136
5.53,12,2,6216,11401,1064
5.53,12,3,6564,10814,554
6.01,13,0,6770,11273,895
6.01,13,1,6858,11259,1124
6.03,13,2,6216,11401,1060
6.03,13,3,6565,10813,550
6.51,14,0,6771,11272,888
6.52,14,1,6859,11261,1120
6.53,14,2,6216,11402,1062
6.53,14,3,6564,10815,549
7.01,15,0,6772,11274,888
7.01,15,1,6859,11261,1125
7.03,15,2,6217,11403,1060
7.03,15,3,6562,10818,551
7.51,16,0,6773,11277,890
7.52,16,1,6857,11263,1123
7.53,16,2,6215,11406,1057
7.53,16,3,6563,10820,546
8.01,17,0,6772,11278,894
8.02,17,1,6859,11265,1137
8.02,17,2,6217,11406,1060
8.03,17,3,6564,10818,546
8.51,18,0,6769,11279,886
8.52,18,1,6857,11269,1105
8.52,18,2,6216,11409,1051
8.53,18,3,6563,10822,544
9.01,19,0,6770,11280,883
9.02,19,1,6858,11265,1115
9.02,19,2,6215,11410,1039
9.03,19,3,6563,10819,548
9.51,20,0,6769,11282,877
9.52,20,1,6855,11269,1102
9.52,20,2,6215,11413,1038
9.53,20,3,6563,10823,538
10.01,21,0,6769,11283,872
10.02,21,1,6856,11272,1119
10.02,21,2,6213,11409,1038
10.03,21,3,6563,10825,542
10.51,22,0,6769,11283,877
10.52,22,1,6856,11270,1098
10.52,22,2,6214,11413,1041
10.53,22,3,6562,10824,542
11.01,23,0,6770,11283,877
11.02,23,1,6857,11269,1093
11.02,23,2,6213,11412,1042
11.03,23,3,6562,10822,534
11.51,24,0,6768,11288,870
11.52,24,1,6856,11275,1108
11.52,24,2,6215,11417,1029
11.53,24,3,6561,10822,538
12.01,25,0,6768,11290,875
12.02,25,1,6856,11268,1109
12.02,25,2,6212,11420,1032
12.03,25,3,6561,10821,534
12.51,26,0,6769,11289,874
12.52,26,1,6857,11268,1105
12.52,26,2,6213,11418,1042
12.53,26,3,6561,10818,539
13.01,27,0,6769,11294,863
13.02,27,1,6856,11266,1108
13.02,27,2,6213,11421,1028
13.03,27,3,6561,10821,538
13.51,28,0,6767,11297,866
13.52,28,1,6857,11262,1102
13.52,28,2,6213,11424,1029
13.53,28,3,6560,10818,538
14.01,29,0,6768,11289,872
14.02,29,1,6856,11270,1099
14.02,29,2,6213,11413,1033
14.03,29,3,6563,10820,541
14.51,30,0,6768,11291,875
14.52,30,1,6857,11264,1103
14.52,30,2,6213,11420,1035
14.53,30,3,6563,10816,544
15.01,31,0,6769,11292,880
15.02,31,1,6858,11261,1110
15.02,31,2,6213,11420,1033
15.03,31,3,6564,10812,542
15.51,32,0,6769,11293,872
15.52,32,1,6858,11258,1105
15.52,32,2,6214,11424,1034
15.53,32,3,6563,10814,538
16.01,33,0,6769,11295,882
16.02,33,1,6859,11255,1118
16.03,33,2,6214,11424,1045
16.04,33,3,6563,10809,545
16.51,34,0,6768,11285,880
16.52,34,1,6858,11266,1110
16.53,34,2,6214,11413,1044
16.54,34,3,6563,10819,540
17.01,35,0,6771,11282,886
17.02,35,1,6858,11264,1120
17.03,35,2,6212,11413,1032
17.04,35,3,6564,10816,543
17.51,36,0,6770,11282,885
17.52,36,1,6858,11262,1129
17.53,36,2,6212,11413,1038
17.54,36,3,6564,10815,544
18.01,37,0,6771,11280,887
18.02,37,1,6859,11263,1122
18.03,37,2,6214,11411,1037
18.04,37,3,6563,10813,545
18.51,38,0,6769,11280,889
18.52,38,1,6859,11261,1130
18.53,38,2,6213,11409,1034
18.54,38,3,6564,10816,543
19.01,39,0,6770,11278,895
19.02,39,1,6862,11260,1127
19.03,39,2,6214,11409,1047
19.04,39,3,6565,10814,550
19.51,40,0,6770,11276,884
19.52,40,1,6860,11257,1126
19.53,40,2,6215,11410,1051
19.54,40,3,6564,10812,551
20.01,41,0,6770,11277,886
20.02,41,1,6860,11257,1136
20.03,41,2,6216,11409,1046
20.04,41,3,6565,10808,549
20.51,42,0,6772,11276,897
20.52,42,1,6861,11257,1132
20.53,42,2,6216,11410,1045
20.54,42,3,6563,10810,553
21.01,43,0,6771,11276,897
21.02,43,1,6862,11251,1126
21.03,43,2,6215,11408,1054
21.04,43,3,6565,10805,552
21.51,44,0,6772,11273,889
21.52,44,1,6862,11255,1141
21.53,44,2,6216,11408,1064
21.54,44,3,6565,10808,556
22.01,45,0,6771,11274,902
22.02,45,1,6862,11253,1159
22.03,45,2,6214,11403,1051
22.04,45,3,6566,10810,556
22.51,46,0,6772,11267,906
22.52,46,1,6861,11256,1146
22.53,46,2,6215,11402,1059
22.54,46,3,6566,10812,556
23.01,47,0,6773,11266,903
23.02,47,1,6863,11252,1154
23.03,47,2,6214,11399,1058
23.04,47,3,6567,10809,556
23.51,48,0,6772,11264,899
23.52,48,1,6862,11255,1146
23.53,48,2,6216,11397,1066
23.54,48,3,6566,10807,558
24.01,49,0,6773,11259,904
24.02,49,1,6863,11252,1165
24.03,49,2,6215,11389,1065
24.04,49,3,6567,10809,564
24.51,50,0,6773,11264,913
24.52,50,1,6864,11246,1174
24.53,50,2,6214,11398,1058
24.54,50,3,6567,10801,561
25.01,51,0,6774,11257,906
25.02,51,1,6865,11252,1169
25.03,51,2,6216,11390,1062
25.04,51,3,6568,10805,564
25.51,52,0,6774,11256,912
25.52,52,1,6863,11252,1160
25.53,52,2,6216,11386,1071
25.54,52,3,6568,10806,566
26.01,53,0,6776,11257,912
26.02,53,1,6865,11249,1168
26.03,53,2,6217,11395,1072
26.04,53,3,6570,10797,566
26.51,54,0,6775,11260,909
26.52,54,1,6864,11241,1172
26.53,54,2,6217,11393,1075
26.54,54,3,6569,10794,567
27.01,55,0,6775,11260,925
27.02,55,1,6865,11241,1196
27.03,55,2,6218,11395,1068
27.04,55,3,6569,10793,566
27.51,56,0,6775,11257,918
27.52,56,1,6865,11233,1202
27.53,56,2,6218,11395,1075
27.54,56,3,6570,10793,572
28.01,57,0,6774,11256,922
28.02,57,1,6866,11237,1192
28.03,57,2,6218,11393,1086
28.04,57,3,6570,10791,575
28.51,58,0,6775,11256,924
28.52,58,1,6866,11236,1199
28.53,58,2,6219,11393,1085
28.54,58,3,6572,10784,573
29.01,59,0,6775,11252,939
29.02,59,1,6865,11231,1197
29.03,59,2,6218,11392,1081
29.04,59,3,6572,10786,574
29.51,60,0,6778,11252,942
29.52,60,1,6868,11235,1186
29.53,60,2,6218,11390,1085
29.54,60,3,6572,10787,577
30.01,61,0,6777,11252,934
30.02,61,1,6864,11235,1189
30.03,61,2,6219,11391,1088
30.04,61,3,6572,10785,576
30.51,62,0,6776,11257,933
30.52,62,1,6866,11229,1207
30.53,62,2,6219,11394,1090
30.54,62,3,6570,10783,576
31.01,63,0,6776,11256,938
31.02,63,1,6866,11228,1194
31.03,63,2,6219,11390,1089
31.04,63,3,6572,10783,574
31.51,64,0,6778,11258,941
31.52,64,1,6868,11226,1189
31.53,64,2,6220,11390,1088
31.54,64,3,6570,10779,576
32.00,65,0,6776,11254,941
32.02,65,1,6866,11230,1204
32.02,65,2,6220,11389,1089
32.04,65,3,6572,10783,582
32.50,66,0,6777,11259,935
32.52,66,1,6867,11225,1189
32.52,66,2,6221,11394,1090
32.54,66,3,6571,10781,576
33.00,67,0,6778,11260,936
33.02,67,1,6867,11226,1204
33.02,67,2,6220,11396,1094
33.04,67,3,6571,10774,570
