Time,ChipID,T1,T2,T3
0.01,1,0,6910,10718,2864
0.02,1,1,7006,10736,3787
0.03,1,2,6342,10874,3523
0.04,1,3,6709,10230,1716
0.51,2,0,6914,10720,2850
0.52,2,1,7008,10733,3709
0.52,2,2,6343,10874,3496
0.54,2,3,6710,10229,1699
1.00,3,0,6913,10722,2824
1.01,3,1,7005,10735,3717
1.02,3,2,6344,10877,3536
1.03,3,3,6711,10229,1699
1.51,4,0,6913,10719,2843
1.52,4,1,7005,10735,3697
1.52,4,2,6343,10875,3513
1.53,4,3,6711,10232,1695
2.00,5,0,6914,10722,2855
2.01,5,1,7006,10734,3747
2.02,5,2,6344,10875,3499
2.03,5,3,6709,10234,1702
2.51,6,0,6914,10724,2840
2.52,6,1,7005,10737,3730
2.52,6,2,6342,10877,3478
2.53,6,3,6710,10234,1688
3.00,7,0,6914,10722,2853
3.01,7,1,7004,10738,3678
3.02,7,2,6341,10877,3476
3.03,7,3,6711,10232,1699
3.51,8,0,6915,10720,2818
3.52,8,1,7003,10735,3715
3.52,8,2,6341,10881,3502
3.53,8,3,6709,10234,1697
4.01,9,0,6913,10729,2813
4.01,9,1,7006,10736,3646
4.03,9,2,6343,10883,3447
4.03,9,3,6710,10228,1701
4.51,10,0,6914,10730,2808
4.52,10,1,7005,10733,3667
4.53,10,2,6345,10885,3480
4.53,10,3,6710,10229,1689
5.01,11,0,6913,10731,2820
5.01,11,1,7001,10736,3718
5.03,11,2,6344,10887,3470
5.03,11,3,6711,10227,1682
5.51,12,0,6914,10728,2827
5.52,12,1,7006,10738,3715
5.53,12,2,6344,10882,3468
5.53,12,3,6709,10230,1701
6.01,13,0,6914,10722,2823
6.01,13,1,7005,10743,3695
6.03,13,2,6342,10880,3444
6.03,13,3,6709,10239,1686
6.51,14,0,6914,10723,2827
6.52,14,1,7005,10740,3663
6.53,14,2,6341,10880,3457
6.53,14,3,6710,10231,1700
7.01,15,0,6915,10727,2829
7.01,15,1,7004,10741,3660
7.03,15,2,6342,10883,3462
7.03,15,3,6710,10232,1692
7.51,16,0,6914,10727,2800
7.52,16,1,7006,10735,3713
7.53,16,2,6343,10882,3475
7.53,16,3,6708,10233,1704
8.01,17,0,6915,10727,2834
8.02,17,1,7006,10734,3754
8.02,17,2,6342,10887,3446
8.03,17,3,6712,10231,1693
8.51,18,0,6914,10727,2828
8.52,18,1,7005,10731,3732
8.52,18,2,6345,10885,3454
8.53,18,3,6710,10231,1705
9.01,19,0,6915,10727,2851
9.02,19,1,7006,10725,3768
9.02,19,2,6343,10885,3441
9.03,19,3,6710,10224,1696
9.51,20,0,6915,10730,2825
9.52,20,1,7006,10725,3756
9.52,20,2,6345,10885,3470
9.53,20,3,6712,10224,1712
10.01,21,0,6915,10732,2824
10.02,21,1,7006,10727,3722
10.02,21,2,6344,10886,3439
